SNo.,Movie Name,Duration (min),Year,Ratings,Metascore,Director 1,Director 2,Director 3,Director 4,Director 5,Director 6
1554,Spiderhead,106,2022,5.4,54,Joseph Kosinski,,,,,
1555,The Mummy,110,2017,5.4,34,Alex Kurtzman,,,,,
1556,Batman Forever,121,1995,5.4,51,Joel Schumacher,,,,,
1557,Infinite,106,2021,5.4,28,Antoine Fuqua,,,,,
1558,Ava,96,2020,5.4,39,Tate Taylor,,,,,
1559,Godzilla,139,1998,5.4,32,Roland Emmerich,,,,,
1560,Big Game,110,2014,5.4,53,Jalmari Helander,,,,,
1561,Snake Eyes,121,2021,5.4,43,Robert Schwentke,,,,,
1562,Drive Angry,104,2011,5.4,44,Patrick Lussier,,,,,
1563,Maximum Overdrive,98,1986,5.4,24,Stephen King,,,,,
1564,Æon Flux,93,2005,5.4,36,Karyn Kusama,,,,,
1565,"Game Over, Man!",101,2018,5.4,32,Kyle Newacheck,,,,,
1566,Vampire Academy,104,2014,5.4,31,Mark Waters,,,,,
1567,Blackhat,133,2015,5.4,51,Michael Mann,,,,,
1568,Killers,100,2010,5.4,21,Robert Luketic,,,,,
1569,The Happytime Murders,91,2018,5.4,27,Brian Henson,,,,,
1570,The Last Legion,101,2007,5.4,37,Doug Lefler,,,,,
1571,Season of the Witch,95,2011,5.4,28,Dominic Sena,,,,,
1572,Outside the Wire,114,2021,5.4,45,Mikael Håfström,,,,,
1573,The Man with the Iron Fists,95,2012,5.4,51,RZA,,,,,
1574,D3: The Mighty Ducks,104,1996,5.4,,Robert Lieberman,,,,,
1575,The Spy Next Door,94,2010,5.4,27,Brian Levant,,,,,
1576,The Tuxedo,98,2002,5.4,30,Kevin Donovan,,,,,
1577,Pathfinder,99,2007,5.4,29,Marcus Nispel,,,,,
1578,Battle for the Planet of the Apes,93,1973,5.4,40,J. Lee Thompson,,,,,
1579,Bulletproof Monk,104,2003,5.4,40,Paul Hunter,,,,,
1580,I Spy,97,2002,5.4,35,Betty Thomas,,,,,
1581,Killing Season,91,2013,5.4,25,Mark Steven Johnson,,,,,
1582,Dhoom 3,172,2013,5.4,61,Vijay Krishna Acharya,,,,,
1583,The Predator,107,2018,5.3,48,Shane Black,,,,,
1584,Masters of the Universe,106,1987,5.3,35,Gary Goddard,,,,,
1585,Ghost Rider,110,2007,5.3,35,Mark Steven Johnson,,,,,
1586,Point Break,114,2015,5.3,34,Ericson Core,,,,,
1587,Jupiter Ascending,127,2015,5.3,40,Lana Wachowski,Lilly Wachowski,,,,
1588,Geostorm,109,2017,5.3,21,Dean Devlin,,,,,
1589,Tank Girl,104,1995,5.3,46,Rachel Talalay,,,,,
1590,The New Mutants,94,2020,5.3,43,Josh Boone,,,,,
1591,Daredevil,103,2003,5.3,42,Mark Steven Johnson,,,,,
1592,Robin Hood,116,2018,5.3,32,Otto Bathurst,,,,,
1593,Max Payne,100,2008,5.3,31,John Moore,,,,,
1594,Congo,109,1995,5.3,22,Frank Marshall,,,,,
1595,Resident Evil: Retribution,95,2012,5.3,39,Paul W.S. Anderson,,,,,
1596,Spy Hard,81,1996,5.3,25,Rick Friedberg,,,,,
1597,The Karate Kid Part III,112,1989,5.3,36,John G. Avildsen,,,,,
1598,Red Dawn,93,2012,5.3,31,Dan Bradley,,,,,
1599,Spy Kids 2: Island of Lost Dreams,100,2002,5.3,66,Robert Rodriguez,,,,,
1600,Land of the Lost,102,2009,5.3,32,Brad Silberling,,,,,
1601,One for the Money,91,2012,5.3,22,Julie Anne Robinson,,,,,
1602,The Colony,95,2013,5.3,28,Jeff Renfroe,,,,,
1603,Bangkok Dangerous,99,2008,5.3,24,Danny Pang,Oxide Chun Pang,,,,
1604,Hollywood Homicide,116,2003,5.3,47,Ron Shelton,,,,,
1605,Universal Soldier: Regeneration,97,2009,5.3,70,John Hyams,,,,,
1606,The Way to Paradise,,2011,5.3,,Enzo Zelocchi,,,,,
1607,F9: The Fast Saga,143,2021,5.2,58,Justin Lin,,,,,
1608,Transformers: The Last Knight,154,2017,5.2,27,Michael Bay,,,,,
1609,Morbius,104,2022,5.2,35,Daniel Espinosa,,,,,
1610,The Covenant,97,2006,5.2,19,Renny Harlin,,,,,
1611,Resident Evil: Welcome to Raccoon City,107,2021,5.2,44,Johannes Roberts,,,,,
1612,The Mummy: Tomb of the Dragon Emperor,112,2008,5.2,31,Rob Cohen,,,,,
1613,xXx: Return of Xander Cage,107,2017,5.2,42,D.J. Caruso,,,,,
1614,Legion,100,2010,5.2,32,Scott Stewart,,,,,
1615,Hellboy,120,2019,5.2,31,Neil Marshall,,,,,
1616,Spawn,96,1997,5.2,34,Mark A.Z. Dippé,,,,,
1617,Monster Hunter,103,2020,5.2,47,Paul W.S. Anderson,,,,,
1618,Independence Day: Resurgence,120,2016,5.2,32,Roland Emmerich,,,,,
1619,The Bad Batch,118,2016,5.2,62,Ana Lily Amirpour,,,,,
1620,The 5th Wave,112,2016,5.2,33,J Blakeson,,,,,
1621,Mighty Morphin Power Rangers,95,1995,5.2,40,Bryan Spicer,,,,,
1622,The Transporter Refueled,96,2015,5.2,32,Camille Delamarre,,,,,
1623,Doom,105,2005,5.2,34,Andrzej Bartkowiak,,,,,
1624,Lost in Space,130,1998,5.2,42,Stephen Hopkins,,,,,
1625,Big Momma's House,99,2000,5.2,33,Raja Gosnell,,,,,
1626,A Good Day to Die Hard,98,2013,5.2,28,John Moore,,,,,
1627,The First Purge,97,2018,5.2,54,Gerard McMurray,,,,,
1628,Paul Blart: Mall Cop,91,2009,5.2,39,Steve Carr,,,,,
1629,The Medallion,88,2003,5.2,38,Gordon Chan,,,,,
1630,Mutant Chronicles,111,2008,5.2,,Simon Hunter,,,,,
1631,Beast Indian Movie (2022),155,2022,5.2,,Nelson Dilipkumar,,,,,
1632,Bachchhan Paandey,147,2022,5.2,,Farhad Samji,,,,,
1633,Moonfall,130,2022,5.1,41,Roland Emmerich,,,,,
1634,Conan the Barbarian,113,2011,5.1,36,Marcus Nispel,,,,,
1635,Red Sonja,89,1985,5.1,35,Richard Fleischer,,,,,
1636,"I, Frankenstein",92,2014,5.1,30,Stuart Beattie,,,,,
1637,Eragon,104,2006,5.1,38,Stefen Fangmeier,,,,,
1638,"10,000 BC",109,2008,5.1,34,Roland Emmerich,,,,,
1639,Miss Congeniality 2: Armed & Fabulous,115,2005,5.1,34,John Pasquin,,,,,
1640,Agent Cody Banks,102,2003,5.1,41,Harald Zwart,,,,,
1641,G-Force,88,2009,5.1,41,Hoyt Yeatman,,,,,
1642,Stealth,121,2005,5.1,35,Rob Cohen,,,,,
1643,Abduction,106,2011,5.1,25,John Singleton,,,,,
1644,Cats & Dogs,87,2001,5.1,47,Lawrence Guterman,,,,,
1645,Hot Pursuit,87,2015,5.1,31,Anne Fletcher,,,,,
1646,Get Carter,102,2000,5.1,24,Stephen Kay,,,,,
1647,Stormbreaker,93,2006,5.1,42,Geoffrey Sax,,,,,
1648,Alex Cross,101,2012,5.1,30,Rob Cohen,,,,,
1649,Charlie's Angels,118,2019,5,52,Elizabeth Banks,,,,,
1650,The Twilight Saga: Eclipse,124,2010,5,58,David Slade,,,,,
1651,How It Ends,113,2018,5,36,David M. Rosenthal,,,,,
1652,Superman III,125,1983,5,44,Richard Lester,,,,,
1653,Cyborg,86,1989,5,24,Albert Pyun,,,,,
1654,Shadow in the Cloud,83,2020,5,66,Roseanne Liang,,,,,
1655,See No Evil,84,2006,5,17,Gregory Dark,,,,,
1656,The Phantom,100,1996,5,53,Simon Wincer,,,,,
1657,Virus,99,1999,5,19,John Bruno,,,,,
1658,Dilwale,158,2015,5,,Rohit Shetty,,,,,
1659,The Darkest Hour,89,2011,4.9,18,Chris Gorak,,,,,
1660,Charlie's Angels: Full Throttle,106,2003,4.9,48,McG,,,,,
1661,Wild Wild West,106,1999,4.9,38,Barry Sonnenfeld,,,,,
1662,The Cold Light of Day,93,2012,4.9,22,Mabrouk El Mechri,,,,,
1663,Dracula 2000,99,2000,4.9,26,Patrick Lussier,,,,,
1664,Ghosts of Mars,98,2001,4.9,35,John Carpenter,,,,,
1665,Blues Brothers 2000,123,1998,4.9,,John Landis,,,,,
1666,Happy New Year,180,2014,4.9,,Farah Khan,,,,,
1667,Anaconda,89,1997,4.8,37,Luis Llosa,,,,,
1668,The Ridiculous 6,119,2015,4.8,18,Frank Coraci,,,,,
1669,After Earth,100,2013,4.8,33,M. Night Shyamalan,,,,,
1670,DOA: Dead or Alive,87,2006,4.8,38,Corey Yuen,,,,,
1671,Crocodile Dundee in Los Angeles,95,2001,4.8,37,Simon Wincer,,,,,
1672,Tekken,92,2010,4.8,,Dwight H. Little,,,,,
1673,Teenage Mutant Ninja Turtles III,96,1993,4.8,40,Stuart Gillard,,,,,
1674,Double Team,93,1997,4.8,44,Hark Tsui,,,,,
1675,Godsend,102,2004,4.8,24,Frank M. Calo,Nick Hamm,,,,
1676,Howard the Duck,110,1986,4.7,28,Willard Huyck,,,,,
1677,Zoolander 2,101,2016,4.7,34,Ben Stiller,,,,,
1678,Elektra,97,2005,4.7,34,Rob Bowman,,,,,
1679,The Spirit,103,2008,4.7,30,Frank Miller,,,,,
1680,The Marine,92,2006,4.7,45,John Bonito,,,,,
1681,Jonah Hex,81,2010,4.7,33,Jimmy Hayward,,,,,
1682,Anacondas: The Hunt for the Blood Orchid,97,2004,4.7,40,Dwight H. Little,,,,,
1683,Ra.One,156,2011,4.7,60,Anubhav Sinha,,,,,
1684,Shamshera,178,2022,4.7,,Karan Malhotra,,,,,
1685,Bharat,150,2019,4.7,,Ali Abbas Zafar,,,,,
1686,Bodyguard,130,2011,4.7,41,Siddique,,,,,
1687,Interceptor,99,2022,4.6,51,Matthew Reilly,,,,,
1688,Superhero Movie,75,2008,4.6,33,Craig Mazin,,,,,
1689,Aliens vs. Predator: Requiem,94,2007,4.6,29,Colin Strause,Greg Strause,,,,
1690,Shehzada,142,2023,4.6,,Rohit Dhawan,,,,,
1691,Driven,116,2001,4.6,29,Renny Harlin,,,,,
1692,Snatched,90,2017,4.6,45,Jonathan Levine,,,,,
1693,Thunder Force,106,2021,4.5,34,Ben Falcone,,,,,
1694,Taxi,97,2004,4.5,27,Tim Story,,,,,
1695,Home Alone 3,102,1997,4.5,,Raja Gosnell,,,,,
1696,Species II,93,1998,4.5,19,Peter Medak,,,,,
1697,xXx: State of the Union,101,2005,4.5,37,Lee Tamahori,,,,,
1698,Kangaroo Jack,89,2003,4.5,16,David McNally,,,,,
1699,Skyline,92,2010,4.5,26,Colin Strause,Greg Strause,,,,
1700,The Next Karate Kid,107,1994,4.5,36,Christopher Cain,,,,,
1701,Jason X,92,2001,4.4,25,James Isaac,,,,,
1702,Cell,98,2016,4.4,38,Tod Williams,,,,,
1703,"Big Mommas: Like Father, Like Son",107,2011,4.4,22,John Whitesell,,,,,
1704,Paul Blart: Mall Cop 2,94,2015,4.4,13,Andy Fickman,,,,,
1705,Fantastic Four,100,2015,4.3,27,Josh Trank,,,,,
1706,Spy Kids 3: Game Over,84,2003,4.3,57,Robert Rodriguez,,,,,
1707,Ghost Rider: Spirit of Vengeance,96,2011,4.3,34,Mark Neveldine,Brian Taylor,,,,
1708,Ultraviolet,88,2006,4.3,18,Kurt Wimmer,,,,,
1709,Stop! Or My Mom Will Shoot,87,1992,4.3,,Roger Spottiswoode,,,,,
1710,Inspector Gadget,78,1999,4.2,36,David Kellogg,,,,,
1711,Highlander II: The Quickening,91,1991,4.2,31,Russell Mulcahy,,,,,
1712,The Legend of Hercules,99,2014,4.2,22,Renny Harlin,,,,,
1713,Universal Soldier: The Return,83,1999,4.2,24,Mic Rodgers,,,,,
1714,Coolie No. 1,134,2020,4.2,,David Dhawan,,,,,
1715,Torque,84,2004,4.1,41,Joseph Kahn,,,,,
1716,RoboCop 3,104,1993,4.1,40,Fred Dekker,,,,,
1717,Street Fighter,102,1994,4,34,Steven E. de Souza,,,,,
1718,The Last Airbender,103,2010,4,20,M. Night Shyamalan,,,,,
1719,Shark Night,90,2011,4,22,David R. Ellis,,,,,
1720,Speed 2: Cruise Control,121,1997,3.9,23,Jan de Bont,,,,,
1721,In the Name of the King: A Dungeon Siege Tale,127,2007,3.8,15,Uwe Boll,,,,,
1722,Escape Plan 2: Hades,96,2018,3.8,,Steven C. Miller,,,,,
1723,The Avengers,89,1998,3.8,12,Jeremiah S. Chechik,,,,,
1724,The Adventures of Pluto Nash,95,2002,3.8,12,Ron Underwood,,,,,
1725,Batman & Robin,125,1997,3.7,28,Joel Schumacher,,,,,
1726,The Adventures of Sharkboy and Lavagirl 3-D,93,2005,3.7,38,Robert Rodriguez,,,,,
1727,Superman IV: The Quest for Peace,90,1987,3.7,24,Sidney J. Furie,,,,,
1728,Dungeons & Dragons,107,2000,3.6,14,Courtney Solomon,,,,,
1729,Mortal Kombat: Annihilation,95,1997,3.6,11,John R. Leonetti,,,,,
1730,Crimea,,2017,3.6,,Aleksey Pimanov,,,,,
1731,Barb Wire,98,1996,3.5,40,David Hogan,,,,,
1732,Spy Kids 4: All the Time in the World,89,2011,3.5,37,Robert Rodriguez,,,,,
1733,Catwoman,104,2004,3.4,27,Pitof,,,,,
1734,Left Behind,110,2014,3.1,12,Vic Armstrong,,,,,
1735,Rollerball,98,2002,3.1,14,John McTiernan,,,,,
1736,BloodRayne,95,2005,2.9,18,Uwe Boll,,,,,
1737,Liger,140,2022,2.7,,Puri Jagannadh,,,,,
1738,Gunday,152,2014,2.7,,Ali Abbas Zafar,,,,,
1739,Dragonball Evolution,85,2009,2.5,45,James Wong,,,,,
1740,Battlefield Earth,118,2000,2.5,9,Roger Christian,,,,,
1741,Heropanti 2,145,2022,2.5,,Ahmed Khan,,,,,
1742,Laxmii,141,2020,2.5,,Raghava Lawrence,Balakrishnan Thevar,,,,
1743,Alone in the Dark,96,2005,2.4,9,Uwe Boll,,,,,
1744,The Prototype,,2022,2.4,,Marcelo Grion,,,,,
1745,House of the Dead,90,2003,2.1,15,Uwe Boll,,,,,
1746,Radhe,109,2021,1.9,,Prabhu Deva,,,,,
1747,Race 3,160,2018,1.9,,Remo D'Souza,,,,,
1748,Angels Apocalypse,,2015,1.7,,Sean Cain,Enzo Zelocchi,,,,
1749,The Cost of Deception,,2021,1.5,,Keith English,,,,,
1750,Sadak 2,133,2020,1.2,,Mahesh Bhatt,,,,,
