SNo.,Movie Name,Duration (min),Year,Ratings,Metascore,Director 1,Director 2,Director 3,Director 4,Director 5,Director 6
775,Elysium,109,2013,6.6,61,Neill Blomkamp,,,,,
776,Prince of Persia: The Sands of Time,116,2010,6.6,50,Mike Newell,,,,,
777,The 13th Warrior,102,1999,6.6,42,John McTiernan,Michael Crichton,,,,
778,Rush Hour 2,90,2001,6.6,48,Brett Ratner,,,,,
779,Machete,105,2010,6.6,60,Ethan Maniquis,Robert Rodriguez,,,,
780,Adrift,96,2018,6.6,56,Baltasar Kormákur,,,,,
781,RED 2,116,2013,6.6,47,Dean Parisot,,,,,
782,30 Days of Night,113,2007,6.6,53,David Slade,,,,,
783,Run All Night,114,2015,6.6,59,Jaume Collet-Serra,,,,,
784,The Aeronauts,100,2019,6.6,60,Tom Harper,,,,,
785,Flushed Away,85,2006,6.6,74,David Bowers,Sam Fell,,,,
786,The Heat,117,2013,6.6,60,Paul Feig,,,,,
787,The Lego Movie 2: The Second Part,107,2019,6.6,65,Mike Mitchell,,,,,
788,Outbreak,127,1995,6.6,64,Wolfgang Petersen,,,,,
789,The Expendables 2,103,2012,6.6,51,Simon West,,,,,
790,Epic,102,2013,6.6,52,Chris Wedge,,,,,
791,Star Trek III: The Search for Spock,105,1984,6.6,56,Leonard Nimoy,,,,,
792,The Bourne Legacy,135,2012,6.6,61,Tony Gilroy,,,,,
793,Bad Boys II,147,2003,6.6,38,Michael Bay,,,,,
794,Overlord,110,2018,6.6,60,Julius Avery,,,,,
795,Joy Ride,97,2001,6.6,75,John Dahl,,,,,
796,The Informer,113,2019,6.6,61,Andrea Di Stefano,,,,,
797,Attack the Block,88,2011,6.6,75,Joe Cornish,,,,,
798,Sudden Impact,117,1983,6.6,52,Clint Eastwood,,,,,
799,Penguins of Madagascar,92,2014,6.6,53,Eric Darnell,Simon J. Smith,,,,
800,The Girl with All the Gifts,111,2016,6.6,67,Colm McCarthy,,,,,
801,Ghostbusters II,108,1989,6.6,56,Ivan Reitman,,,,,
802,Shanghai Noon,110,2000,6.6,77,Tom Dey,,,,,
803,Hot Shots! Part Deux,86,1993,6.6,64,Jim Abrahams,,,,,
804,Star Trek: Generations,118,1994,6.6,55,David Carson,,,,,
805,Rollerball (1975),125,1975,6.6,56,Norman Jewison,,,,,
806,Black Rain,125,1989,6.6,56,Ridley Scott,,,,,
807,Eagle Eye,118,2008,6.6,43,D.J. Caruso,,,,,
808,U-571,116,2000,6.6,62,Jonathan Mostow,,,,,
809,The Art of Self-Defense,104,2019,6.6,65,Riley Stearns,,,,,
810,Kiss of the Dragon,98,2001,6.6,58,Chris Nahon,,,,,
811,Titan A.E.,94,2000,6.6,48,Don Bluth,Gary Goldman,,,,
812,Shoot 'Em Up,86,2007,6.6,49,Michael Davis,,,,,
813,New Jack City,97,1991,6.6,61,Mario Van Peebles,,,,,
814,21 Bridges,99,2019,6.6,51,Brian Kirk,,,,,
815,Outland,109,1981,6.6,48,Peter Hyams,,,,,
816,The Final Countdown,103,1980,6.6,51,Don Taylor,,,,,
817,Courage Under Fire,116,1996,6.6,77,Edward Zwick,,,,,
818,The Wave,105,2015,6.6,68,Roar Uthaug,,,,,
819,Man on a Ledge,102,2012,6.6,40,Asger Leth,,,,,
820,Alpha,96,2018,6.6,63,Albert Hughes,,,,,
821,Lethal Weapon 4,127,1998,6.6,37,Richard Donner,,,,,
822,The Recruit,115,2003,6.6,56,Roger Donaldson,,,,,
823,Edge of Darkness,117,2010,6.6,55,Martin Campbell,,,,,
824,The Way of the Gun,119,2000,6.6,49,Christopher McQuarrie,,,,,
825,Vantage Point,90,2008,6.6,40,Pete Travis,,,,,
826,16 Blocks,102,2006,6.6,63,Richard Donner,,,,,
827,Raees,143,2017,6.6,,Rahul Dholakia,,,,,
828,Seraphim Falls,115,2006,6.6,62,David Von Ancken,,,,,
829,22 Bullets,117,2010,6.6,,Richard Berry,,,,,
830,Wasabi,94,2001,6.6,53,Gérard Krawczyk,,,,,
831,Wanted,147,2009,6.6,,Prabhu Deva,,,,,
832,Fast & Furious,107,2009,6.5,46,Justin Lin,,,,,
833,Plane,107,2023,6.5,62,Jean-François Richet,,,,,
834,Fast & Furious Presents: Hobbs & Shaw,137,2019,6.5,60,David Leitch,,,,,
835,The Gray Man,122,2022,6.5,49,Anthony Russo,Joe Russo,,,,
836,Star Wars: Episode I - The Phantom Menace,136,1999,6.5,51,George Lucas,,,,,
837,Star Wars: Episode IX - The Rise of Skywalker,141,2019,6.5,53,J.J. Abrams,,,,,
838,The Hunt,90,2020,6.5,50,Craig Zobel,,,,,
839,The Tomorrow War,138,2021,6.5,45,Chris McKay,,,,,
840,Pirates of the Caribbean: Dead Men Tell No Tales,129,2017,6.5,39,Joachim Rønning,Espen Sandberg,,,,
841,Homefront,100,2013,6.5,40,Gary Fleder,,,,,
842,Pokémon: Detective Pikachu,104,2019,6.5,53,Rob Letterman,,,,,
843,Sonic the Hedgehog 2,122,2022,6.5,47,Jeff Fowler,,,,,
844,Tag,100,2018,6.5,56,Jeff Tomsic,,,,,
845,Sonic the Hedgehog,99,2020,6.5,47,Jeff Fowler,,,,,
846,The Lost World: Jurassic Park,129,1997,6.5,59,Steven Spielberg,,,,,
847,Olympus Has Fallen,119,2013,6.5,41,Antoine Fuqua,,,,,
848,Gone in 60 Seconds,118,2000,6.5,35,Dominic Sena,,,,,
849,Bad Boys for Life,124,2020,6.5,59,Adil El Arbi,Bilall Fallah,,,,
850,The Hunger Games: Mockingjay - Part 2,137,2015,6.5,65,Francis Lawrence,,,,,
851,X-Men Origins: Wolverine,107,2009,6.5,40,Gavin Hood,,,,,
852,War of the Worlds,116,2005,6.5,73,Steven Spielberg,,,,,
853,Mandy,121,2018,6.5,82,Panos Cosmatos,,,,,
854,Swordfish,99,2001,6.5,32,Dominic Sena,,,,,
855,Flash Gordon,111,1980,6.5,58,Mike Hodges,,,,,
856,12 Strong,130,2018,6.5,54,Nicolai Fuglsig,,,,,
857,The Mechanic,93,2011,6.5,49,Simon West,,,,,
858,The Quick and the Dead,108,1995,6.5,49,Sam Raimi,,,,,
859,Mr. & Mrs. Smith,120,2005,6.5,55,Doug Liman,,,,,
860,The Chronicles of Narnia: Prince Caspian,150,2008,6.5,62,Andrew Adamson,,,,,
861,Cliffhanger,113,1993,6.5,60,Renny Harlin,,,,,
862,Beverly Hills Cop II,100,1987,6.5,48,Tony Scott,,,,,
863,The Spiderwick Chronicles,96,2008,6.5,62,Mark Waters,,,,,
864,Sin City: A Dame to Kill For,102,2014,6.5,46,Frank Miller,Robert Rodriguez,,,,
865,Tomorrow Never Dies,119,1997,6.5,52,Roger Spottiswoode,,,,,
866,Kick-Ass 2,103,2013,6.5,41,Jeff Wadlow,,,,,
867,Terminator Salvation,115,2009,6.5,49,McG,,,,,
868,Rambo: First Blood Part II,96,1985,6.5,47,George P. Cosmatos,,,,,
869,The Forbidden Kingdom,104,2008,6.5,57,Rob Minkoff,,,,,
870,Air Force One,124,1997,6.5,61,Wolfgang Petersen,,,,,
871,The Man in the Iron Mask,132,1998,6.5,48,Randall Wallace,,,,,
872,A Walk Among the Tombstones,114,2014,6.5,57,Scott Frank,,,,,
873,The Interview,112,2014,6.5,52,Evan Goldberg,Seth Rogen,,,,
874,The Perfect Storm,130,2000,6.5,59,Wolfgang Petersen,,,,,
875,Under Siege,103,1992,6.5,58,Andrew Davis,,,,,
876,Never Back Down,113,2008,6.5,39,Jeff Wadlow,,,,,
877,Space Cowboys,130,2000,6.5,73,Clint Eastwood,,,,,
878,Nerve,96,2016,6.5,58,Henry Joost,Ariel Schulman,,,,
879,The Rocketeer,108,1991,6.5,61,Joe Johnston,,,,,
880,Peppermint,101,2018,6.5,29,Pierre Morel,,,,,
881,Octopussy,131,1983,6.5,63,John Glen,,,,,
882,Diamonds Are Forever,120,1971,6.5,59,Guy Hamilton,,,,,
883,Get Smart,110,2008,6.5,54,Peter Segal,,,,,
884,Safe,94,2012,6.5,55,Boaz Yakin,,,,,
885,U.S. Marshals,131,1998,6.5,47,Stuart Baird,,,,,
886,National Treasure: Book of Secrets,124,2007,6.5,48,Jon Turteltaub,,,,,
887,Underworld: Rise of the Lycans,92,2009,6.5,44,Patrick Tatopoulos,,,,,
888,Batman: The Movie,105,1966,6.5,71,Leslie H. Martinson,,,,,
889,Executive Decision,133,1996,6.5,62,Stuart Baird,,,,,
890,Young Guns II,104,1990,6.5,47,Geoff Murphy,,,,,
891,Self/less,117,2015,6.5,34,Tarsem Singh,,,,,
892,The International,118,2009,6.5,52,Tom Tykwer,,,,,
893,Cellular,94,2004,6.5,60,David R. Ellis,,,,,
894,Premium Rush,91,2012,6.5,66,David Koepp,,,,,
895,The Grandmaster,130,2013,6.5,73,Kar-Wai Wong,,,,,
896,Space Sweepers,136,2021,6.5,64,Sung-hee Jo,,,,,
897,Hostage,113,2005,6.5,44,Florent-Emilio Siri,,,,,
898,Flyboys,140,2006,6.5,47,Tony Bill,,,,,
899,Heist (2001),109,2001,6.5,66,David Mamet,,,,,
900,The Four Feathers,132,2002,6.5,49,Shekhar Kapur,,,,,
901,Ladder 49,115,2004,6.5,47,Jay Russell,,,,,
902,War (2019),154,2019,6.5,,Siddharth Anand,,,,,
903,Spartan,106,2004,6.5,60,David Mamet,,,,,
904,District 13: Ultimatum,101,2009,6.5,64,Patrick Alessandrin,,,,,
905,Dhoom 2,152,2006,6.5,,Sanjay Gadhvi,,,,,
906,Taxi 2,88,2000,6.5,,Gérard Krawczyk,,,,,
907,Conquest 1453,162,2012,6.5,,Faruk Aksoy,,,,,
908,Valerian and the City of a Thousand Planets,136,2017,6.4,51,Luc Besson,,,,,
909,Twister,113,1996,6.4,68,Jan de Bont,,,,,
910,Escape Room,99,2019,6.4,48,Adam Robitel,,,,,
911,The Punisher,124,2004,6.4,33,Jonathan Hensleigh,,,,,
912,Lucy,89,2014,6.4,61,Luc Besson,,,,,
913,Last Action Hero,130,1993,6.4,44,John McTiernan,,,,,
914,The Day After Tomorrow,124,2004,6.4,47,Roland Emmerich,,,,,
915,Batman v Superman: Dawn of Justice,151,2016,6.4,44,Zack Snyder,,,,,
916,Triple Frontier,125,2019,6.4,61,J.C. Chandor,,,,,
917,Greenland,119,2020,6.4,64,Ric Roman Waugh,,,,,
918,Godzilla (2014),123,2014,6.4,62,Gareth Edwards,,,,,
919,Tomorrowland,130,2015,6.4,60,Brad Bird,,,,,
920,Riddick,119,2013,6.4,49,David Twohy,,,,,
921,Death Race,105,2008,6.4,43,Paul W.S. Anderson,,,,,
922,The Mummy Returns,130,2001,6.4,48,Stephen Sommers,,,,,
923,The Sum of All Fears,124,2002,6.4,45,Phil Alden Robinson,,,,,
924,Angel Has Fallen,121,2019,6.4,45,Ric Roman Waugh,,,,,
925,Army of Thieves,127,2021,6.4,49,Matthias Schweighöfer,,,,,
926,Revenge,108,2017,6.4,81,Coralie Fargeat,,,,,
927,Alien³,114,1992,6.4,59,David Fincher,,,,,
928,The Expendables,103,2010,6.4,45,Sylvester Stallone,,,,,
929,Predators,107,2010,6.4,51,Nimród Antal,,,,,
930,Need for Speed,132,2014,6.4,39,Scott Waugh,,,,,
931,Hancock,92,2008,6.4,49,Peter Berg,,,,,
932,The Three Musketeers (1993),105,1993,6.4,43,Stephen Herek,,,,,
933,Now You See Me 2,129,2016,6.4,46,Jon M. Chu,,,,,
934,The World Is Not Enough,128,1999,6.4,57,Michael Apted,,,,,
935,Colombiana,108,2011,6.4,45,Olivier Megaton,,,,,
936,Salt,100,2010,6.4,65,Phillip Noyce,,,,,
937,Savages,131,2012,6.4,59,Oliver Stone,,,,,
938,Pain & Gain,129,2013,6.4,45,Michael Bay,,,,,
939,Faster,98,2010,6.4,44,George Tillman Jr.,,,,,
940,The Vault,118,2021,6.4,50,Jaume Balagueró,,,,,
941,Rat Race,112,2001,6.4,52,Jerry Zucker,,,,,
942,Monsters vs. Aliens,94,2009,6.4,56,Rob Letterman,Conrad Vernon,,,,
943,Tango & Cash,104,1989,6.4,41,Andrey Konchalovskiy,Albert Magnoli,,,,
944,Star Trek: Nemesis,116,2002,6.4,51,Stuart Baird,,,,,
945,The Lone Ranger,150,2013,6.4,37,Gore Verbinski,,,,,
946,Here Comes the Boom,105,2012,6.4,40,Frank Coraci,,,,,
947,The Taking of Pelham 123,106,2009,6.4,55,Tony Scott,,,,,
948,Kickboxer,97,1989,6.4,33,Mark DiSalle,David Worth,,,,
949,The Purge: Anarchy,103,2014,6.4,50,James DeMonaco,,,,,
950,Star Trek: Insurrection,103,1998,6.4,64,Jonathan Frakes,,,,,
951,The Jackal,124,1997,6.4,36,Michael Caton-Jones,,,,,
952,Chaos,106,2005,6.4,,Tony Giglio,,,,,
953,The Angry Birds Movie 2,97,2019,6.4,60,Thurop Van Orman,John Rice,,,,
954,DragonHeart,103,1996,6.4,49,Rob Cohen,,,,,
955,Behind Enemy Lines,106,2001,6.4,49,John Moore,,,,,
956,Killer Elite,116,2011,6.4,44,Gary McKendry,,,,,
957,Live by Night,129,2016,6.4,49,Ben Affleck,,,,,
958,Darkman,96,1990,6.4,65,Sam Raimi,,,,,
959,Kill List,95,2011,6.4,67,Ben Wheatley,,,,,
960,Act of Valor,110,2012,6.4,40,Mike McCoy,Scott Waugh,,,,
961,The Siege,116,1998,6.4,53,Edward Zwick,,,,,
962,Let's Be Cops,104,2014,6.4,30,Luke Greenfield,,,,,
963,Daybreakers,98,2009,6.4,57,Michael Spierig,Peter Spierig,,,,
964,The Omega Man,98,1971,6.4,56,Boris Sagal,,,,,
965,Shaft (2019),111,2019,6.4,40,Tim Story,,,,,
966,Snitch,112,2013,6.4,51,Ric Roman Waugh,,,,,
967,Contraband,109,2012,6.4,51,Baltasar Kormákur,,,,,
968,The Prophecy,98,1995,6.4,44,Gregory Widen,,,,,
969,The Rover,103,2014,6.4,64,David Michôd,,,,,
970,Blood Father,88,2016,6.4,66,Jean-François Richet,,,,,
971,Just Cause,102,1995,6.4,48,Arne Glimcher,,,,,
972,Black Death,102,2010,6.4,71,Christopher Smith,,,,,
973,Batman: The Killing Joke,76,2016,6.4,,Sam Liu,,,,,
974,Dead Man Down,118,2013,6.4,39,Niels Arden Oplev,,,,,
975,Lock Up,109,1989,6.4,52,John Flynn,,,,,
976,Last Man Standing,101,1996,6.4,44,Walter Hill,,,,,
977,Black and Blue,108,2019,6.4,54,Deon Taylor,,,,,
978,Basic,98,2003,6.4,34,John McTiernan,,,,,
979,Son of a Gun,108,2014,6.4,49,Julius Avery,,,,,
980,Final Fantasy: The Spirits Within,106,2001,6.4,49,Hironobu Sakaguchi,Motonori Sakakibara,,,,
981,From Paris with Love,92,2010,6.4,42,Pierre Morel,,,,,
982,Blood Work,110,2002,6.4,64,Clint Eastwood,,,,,
983,How I Live Now,101,2013,6.4,57,Kevin Macdonald,,,,,
984,Ned Kelly,110,2003,6.4,56,Gregor Jordan,,,,,
985,Night Watch,114,2004,6.4,58,Timur Bekmambetov,,,,,
986,Resident Evil: Degeneration,98,2008,6.4,,Makoto Kamiya,,,,,
987,Day Watch,132,2006,6.4,59,Timur Bekmambetov,,,,,
988,Redirected,99,2014,6.4,,Emilis Velyvis,,,,,
989,Fast X,141,2023,6.3,55,Louis Leterrier,,,,,
990,Operation Fortune: Ruse de Guerre,114,2023,6.3,51,Guy Ritchie,,,,,
991,King Arthur,126,2004,6.3,46,Antoine Fuqua,,,,,
992,Black Adam,125,2022,6.3,41,Jaume Collet-Serra,,,,,
993,Eternals,156,2021,6.3,52,Chloé Zhao,,,,,
994,Dune,137,1984,6.3,41,David Lynch,,,,,
995,Uncharted,116,2022,6.3,45,Ruben Fleischer,,,,,
996,The King's Man,131,2021,6.3,44,Matthew Vaughn,,,,,
997,Spider-Man 3,139,2007,6.3,59,Sam Raimi,,,,,
998,Red Notice,118,2021,6.3,37,Rawson Marshall Thurber,,,,,
999,Godzilla vs. Kong,113,2021,6.3,59,Adam Wingard,,,,,
1000,Central Intelligence,107,2016,6.3,52,Rawson Marshall Thurber,,,,,
1001,Sky High,100,2005,6.3,62,Mike Mitchell,,,,,
1002,Terminator Genisys,126,2015,6.3,38,Alan Taylor,,,,,
1003,Ocean's Eight,110,2018,6.3,61,Gary Ross,,,,,
1004,The Last Stand,107,2013,6.3,54,Jee-woon Kim,,,,,
1005,Polar,118,2019,6.3,19,Jonas Åkerlund,,,,,
1006,Tomb Raider,119,2018,6.3,48,Roar Uthaug,,,,,
1007,White House Down,131,2013,6.3,52,Roland Emmerich,,,,,
1008,Terminator 3: Rise of the Machines,109,2003,6.3,66,Jonathan Mostow,,,,,
1009,Ghost in the Shell,107,2017,6.3,52,Rupert Sanders,,,,,
1010,The Bodyguard,129,1992,6.3,39,Mick Jackson,,,,,
1011,Knight and Day,109,2010,6.3,46,James Mangold,,,,,
1012,Waterworld,177,1995,6.3,56,Kevin Reynolds,,,,,
1013,A View to a Kill,131,1985,6.3,40,John Glen,,,,,
1014,Miss Congeniality,109,2000,6.3,43,Donald Petrie,,,,,
1015,The Shallows,86,2016,6.3,59,Jaume Collet-Serra,,,,,
1016,Criminal,113,2016,6.3,36,Ariel Vromen,,,,,
1017,Every Which Way But Loose,114,1978,6.3,41,James Fargo,,,,,
1018,The American,105,2010,6.3,61,Anton Corbijn,,,,,
1019,Run Hide Fight,109,2020,6.3,13,Kyle Rankin,,,,,
1020,Red Dawn (1984),114,1984,6.3,53,John Milius,,,,,
1021,My Spy,99,2020,6.3,46,Peter Segal,,,,,
1022,Maze Runner: The Scorch Trials,131,2015,6.3,43,Wes Ball,,,,,
1023,Once Upon a Time in Mexico,102,2003,6.3,56,Robert Rodriguez,,,,,
1024,Scouts Guide to the Zombie Apocalypse,93,2015,6.3,32,Christopher Landon,,,,,
1025,Death Wish,107,2018,6.3,31,Eli Roth,,,,,
1026,Bright,117,2017,6.3,29,David Ayer,,,,,
1027,Beowulf,115,2007,6.3,59,Robert Zemeckis,,,,,
1028,Spectral,107,2016,6.3,,Nic Mathieu,,,,,
1029,Ninja Assassin,99,2009,6.3,34,James McTeigue,,,,,
1030,The Take,92,2016,6.3,48,James Watkins,,,,,
1031,The Commuter,104,2018,6.3,56,Jaume Collet-Serra,,,,,
1032,Sand Castle,113,2017,6.3,45,Fernando Coimbra,,,,,
1033,Predator 2,108,1990,6.3,46,Stephen Hopkins,,,,,
1034,Triple 9,115,2016,6.3,52,John Hillcoat,,,,,
1035,The Collector,90,2009,6.3,29,Marcus Dunstan,,,,,
1036,The Angry Birds Movie,97,2016,6.3,43,Clay Kaytis,Fergal Reilly,,,,
1037,Unlocked,98,2017,6.3,46,Michael Apted,,,,,
1038,Guns Akimbo,98,2019,6.3,42,Jason Howden,,,,,
1039,Osmosis Jones,95,2001,6.3,57,Bobby Farrelly,Peter Farrelly,,,,
1040,Surrogates,89,2009,6.3,45,Jonathan Mostow,,,,,
1041,The Dead Pool,91,1988,6.3,46,Buddy Van Horn,,,,,
1042,The Black Cauldron,80,1985,6.3,59,Ted Berman,Richard Rich,,,,
1043,#Alive,98,2020,6.3,,Il Cho,,,,,
1044,Transporter 2,87,2005,6.3,56,Louis Leterrier,,,,,
1045,Entrapment,113,1999,6.3,54,Jon Amiel,,,,,
1046,Revolver,111,2005,6.3,25,Guy Ritchie,,,,,
1047,Free Fire,91,2016,6.3,63,Ben Wheatley,,,,,
1048,Paycheck,119,2003,6.3,43,John Woo,,,,,
1049,This Means War,103,2012,6.3,31,McG,,,,,
1050,Blue Streak,93,1999,6.3,46,Les Mayfield,,,,,
1051,Centurion,97,2010,6.3,62,Neil Marshall,,,,,
1052,Assassins,133,1995,6.3,,Richard Donner,,,,,
1053,Johnny English Reborn,101,2011,6.3,46,Oliver Parker,,,,,
1054,Mr. Right,95,2015,6.3,52,Paco Cabezas,,,,,
1055,Risen,107,2016,6.3,51,Kevin Reynolds,,,,,
1056,Underworld: Awakening,88,2012,6.3,39,Måns Mårlind,Björn Stein,,,,
1057,Repo Men,111,2010,6.3,32,Miguel Sapochnik,,,,,
1058,Escape from the Planet of the Apes,98,1971,6.3,69,Don Taylor,,,,,
1059,Assault on Precinct 13,109,2005,6.3,54,Jean-François Richet,,,,,
1060,Nick of Time,90,1995,6.3,,John Badham,,,,,
1061,Formula 51,93,2001,6.3,23,Ronny Yu,,,,,
1062,Proof of Life,135,2000,6.3,45,Taylor Hackford,,,,,
1063,ARQ,88,2016,6.3,,Tony Elliott,,,,,
1064,7500,93,2019,6.3,58,Patrick Vollrath,,,,,
1065,Charlie Countryman,103,2013,6.3,31,Fredrik Bond,,,,,
1066,Toofaan,163,2021,6.3,,Rakeysh Omprakash Mehra,,,,,
1067,Mad Max Beyond Thunderdome,107,1985,6.2,71,George Miller,George Ogilvie,,,,
1068,Thor: Love and Thunder,118,2022,6.2,57,Taika Waititi,,,,,
1069,Indiana Jones and the Kingdom of the Crystal Skull,122,2008,6.2,65,Steven Spielberg,,,,,
1070,Kindergarten Cop,111,1990,6.2,61,Ivan Reitman,,,,,
1071,Terminator: Dark Fate,128,2019,6.2,54,Tim Miller,,,,,
1072,Pearl Harbor,183,2001,6.2,44,Michael Bay,,,,,
1073,Men in Black II,88,2002,6.2,49,Barry Sonnenfeld,,,,,
1074,Transformers: Dark of the Moon,154,2011,6.2,42,Michael Bay,,,,,
1075,Austin Powers in Goldmember,94,2002,6.2,62,Jay Roach,,,,,
1076,The Karate Kid,140,2010,6.2,61,Harald Zwart,,,,,
1077,Deep Impact,120,1998,6.2,40,Mimi Leder,,,,,
1078,Knowing,121,2009,6.2,41,Alex Proyas,,,,,
1079,The Legend of Tarzan,110,2016,6.2,44,David Yates,,,,,
1080,300: Rise of an Empire,102,2014,6.2,48,Noam Murro,,,,,
1081,Hitman,100,2007,6.2,35,Xavier Gens,,,,,
1082,Total Recall,118,2012,6.2,43,Len Wiseman,,,,,
1083,American Assassin,111,2017,6.2,45,Michael Cuesta,,,,,
1084,Kate,106,2021,6.2,47,Cedric Nicolas-Troyan,,,,,
1085,Reign of Fire,101,2002,6.2,39,Rob Bowman,,,,,
1086,Alien: Resurrection,109,1997,6.2,63,Jean-Pierre Jeunet,,,,,
1087,Dracula Untold,92,2014,6.2,40,Gary Shore,,,,,
1088,Dick Tracy,105,1990,6.2,68,Warren Beatty,,,,,
1089,Transcendence,119,2014,6.2,42,Wally Pfister,,,,,
1090,The Divergent Series: Insurgent,119,2015,6.2,42,Robert Schwentke,,,,,
1091,3 Days to Kill,117,2014,6.2,40,McG,,,,,
1092,The Brothers Grimsby,83,2016,6.2,44,Louis Leterrier,,,,,
1093,Small Soldiers,110,1998,6.2,,Joe Dante,,,,,
1094,In the Shadow of the Moon,115,2019,6.2,48,Jim Mickle,,,,,
1095,Rush Hour 3,91,2007,6.2,44,Brett Ratner,,,,,
1096,The Cannonball Run,95,1981,6.2,28,Hal Needham,,,,,
1097,Blown Away,121,1994,6.2,,Stephen Hopkins,,,,,
1098,Maze Runner: The Death Cure,143,2018,6.2,50,Wes Ball,,,,,
1099,Time Trap,87,2017,6.2,46,Mark Dennis,Ben Foster,,,,
1100,Spenser Confidential,111,2020,6.2,49,Peter Berg,,,,,
1101,Inferno,121,2016,6.2,42,Ron Howard,,,,,
1102,47 Ronin,128,2013,6.2,28,Carl Rinsch,,,,,
1103,Keanu,100,2016,6.2,63,Peter Atencio,,,,,
1104,Deliver Us from Evil,118,2014,6.2,40,Scott Derrickson,,,,,
1105,Hard Target,97,1993,6.2,63,John Woo,,,,,
1106,Shanghai Knights,114,2003,6.2,58,David Dobkin,,,,,
1107,Parker,118,2013,6.2,42,Taylor Hackford,,,,,
1108,The Losers,97,2010,6.2,44,Sylvain White,,,,,
1109,Zathura: A Space Adventure,101,2005,6.2,67,Jon Favreau,,,,,
1110,Moonraker,126,1979,6.2,66,Lewis Gilbert,,,,,
1111,Cold Pursuit,119,2019,6.2,57,Hans Petter Moland,,,,,
1112,Taken 2,92,2012,6.2,45,Olivier Megaton,,,,,
1113,Walking Tall,86,2004,6.2,44,Kevin Bray,,,,,
1114,Copshop,107,2021,6.2,61,Joe Carnahan,,,,,
1115,War,103,2007,6.2,36,Philip G. Atwell,,,,,
1116,Redemption,100,2013,6.2,43,Steven Knight,,,,,
1117,The Silencing,93,2020,6.2,,Robin Pront,,,,,
1118,Death Race 2000,80,1975,6.2,58,Paul Bartel,,,,,
1119,Jack the Giant Slayer,114,2013,6.2,51,Bryan Singer,,,,,
1120,Stuber,93,2019,6.2,42,Michael Dowse,,,,,
1121,Takers,107,2010,6.2,45,John Luessenhop,,,,,
1122,Jack Ryan: Shadow Recruit,105,2014,6.2,57,Kenneth Branagh,,,,,
1123,Tower Heist,104,2011,6.2,59,Brett Ratner,,,,,
1124,Captain Underpants: The First Epic Movie,89,2017,6.2,69,David Soren,,,,,
1125,The Wall,88,2017,6.2,57,Doug Liman,,,,,
1126,Rogue,99,2007,6.2,,Greg McLean,,,,,
1127,Next,96,2007,6.2,42,Lee Tamahori,,,,,
1128,Resident Evil: Extinction,94,2007,6.2,41,Russell Mulcahy,,,,,
1129,Johnny English,87,2003,6.2,51,Peter Howitt,,,,,
1130,Kung Pow: Enter the Fist,81,2002,6.2,14,Steve Oedekerk,,,,,
1131,Feast,95,2005,6.2,43,John Gulager,,,,,
1132,The Toxic Avenger,82,1984,6.2,42,Michael Herz,Lloyd Kaufman,,,,
1133,The Outsider,120,2018,6.2,30,Martin Zandvliet,,,,,
1134,Outlander,115,2008,6.2,40,Howard McCain,,,,,
1135,The Devil's Own,111,1997,6.2,53,Alan J. Pakula,,,,,
1136,The Saint,116,1997,6.2,50,Phillip Noyce,,,,,
1137,Lionheart,108,1990,6.2,41,Sheldon Lettich,,,,,
1138,Eraser,115,1996,6.2,56,Chuck Russell,,,,,
1139,TMNT,87,2007,6.2,41,Kevin Munroe,,,,,
1140,The Eagle,114,2011,6.2,55,Kevin Macdonald,,,,,
1141,Johnny English Strikes Again,89,2018,6.2,39,David Kerr,,,,,
1142,Astro Boy,94,2009,6.2,53,David Bowers,,,,,
1143,Destroyer,121,2018,6.2,62,Karyn Kusama,,,,,
1144,Rising Sun,129,1993,6.2,56,Philip Kaufman,,,,,
1145,After the Sunset,97,2004,6.2,38,Brett Ratner,,,,,
1146,Loaded Weapon 1,84,1993,6.2,30,Gene Quintano,,,,,
1147,The November Man,108,2014,6.2,38,Roger Donaldson,,,,,
1148,Pokémon: The First Movie - Mewtwo Strikes Back,96,1998,6.2,35,Kunihiko Yuyama,,,,,
1149,The Boondock Saints II: All Saints Day,118,2009,6.2,24,Troy Duffy,,,,,
1150,Last Knights,115,2015,6.2,27,Kazuaki Kiriya,,,,,
1151,Money Talks,97,1997,6.2,,Brett Ratner,,,,,
1152,A Lonely Place to Die,99,2011,6.2,,Julian Gilbey,,,,,
1153,Mr. Nice Guy,88,1997,6.2,,Sammo Kam-Bo Hung,,,,,
1154,The Warrior's Way,100,2010,6.2,45,Sngmoo Lee,,,,,
1155,Ong Bak 2,98,2008,6.2,47,Tony Jaa,Panna Rittikrai,,,,
1156,The Legend of Tomiris,156,2019,6.2,,Akan Satayev,,,,,
1157,Dabangg,126,2010,6.2,,Abhinav Kashyap,,,,,
1158,Ant-Man and the Wasp: Quantumania,124,2023,6.1,48,Peyton Reed,,,,,
1159,San Andreas,114,2015,6.1,43,Brad Peyton,,,,,
1160,The Lost City,112,2022,6.1,60,Aaron Nee,Adam Nee,,,,
1161,Mission: Impossible II,123,2000,6.1,59,John Woo,,,,,
1162,Snow White and the Huntsman,127,2012,6.1,57,Rupert Sanders,,,,,
1163,Justice League,120,2017,6.1,45,Zack Snyder,,,,,
1164,Jack Reacher: Never Go Back,118,2016,6.1,47,Edward Zwick,,,,,
